overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime
5,TRUE,"12 5, 2017",A1LKTJ6HKH077C,B0014F7B98,m.e,great,Five Stars,1512432000
5,TRUE,"12 4, 2017",A1DX2WRQ2ZHAEK,B0014F7B98,Amazon Customer,c,Five Stars,1512345600
5,TRUE,"11 30, 2017",A2PWOO618R3IKJ,B0014F7B98,Faith Harrison,Love them!,Five Stars,1512000000
3,TRUE,"11 30, 2017",AERFS3FMQJJ9L,B0014F7B98,Amazon Customer,"Very nice shoe, just a bit to snug/small for my foot. The Flex wire really makes it the shoe fit tight to your foot. I need more ""wiggle"" room in my footwear, otherwise I would have kept them.",Fits snug,1512000000
3,TRUE,"11 28, 2017",A22FYN2DKXSWS0,B0014F7B98,APrime Tower,"Not sure why, but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym. I've owned other nike shoes of this line but that never happened to me.","Not sure why, but my mid section of my ...",1511827200
4,TRUE,"11 28, 2017",A22WH1BPQH7XJD,B0014F7B98,Priscilla Wallace ,My New Gym shoes! Love them,Love,1511827200
5,TRUE,"11 27, 2017",A3OP70LPLALBKN,B0014F7B98,Chelsea,Perfect!,Five Stars,1511740800
5,TRUE,"11 27, 2017",A3OP70LPLALBKN,B0014F7B98,Chelsea,Perfect!,Five Stars,1511740800
1,TRUE,"11 19, 2017",A1BN6I0B2OF7WB,B0014F7B98,goldenhikergirl,I usually wear a size 8 and they fit fine. These are way too narrow. Thought they might stretch out but they didnt. Had to give away.,TOO NARROW!,1511049600
5,TRUE,"11 14, 2017",A2PYQN4T4LV0NP,B0014F7B98,Brittany,"Great shoe! Outside arch is kind of high, but I'm still breaking them in. So I'm sure that will work it's way out. I originally ordered a 9, my regular size, and it was a tad too big. Returned and ordered an 8.5 and it fits perfect!",Consider sizing down 1 size,1510617600
4,TRUE,"11 11, 2017",A14LN0R1PQA5WI,B0014F7B98,Robin,I had to return the first pair and buy a 1/2 size smaller.  First time I've had to buy smaller for Nike.,Seem to Run Big,1510358400
5,TRUE,"11 10, 2017",A35U6TP5276HMD,B0014F7B98,LORNA DOUGLAS,Fit comfortable,Five Stars,1510272000
5,TRUE,"11 9, 2017",AKZNLII88A0KO,B0014F7B98,Amazon Customer,"My favorite running shoes!  The wall of the shoe is very thin, which makes them very comfortable to wear if your feet swell as you run.  I would not recommend for use on concrete or a treadmill, as there isn't very much impact absorption, but they are perfect for trail running!",Perfect for trails,1510185600
4,TRUE,"11 7, 2017",A3PZ1TJ71WPLXV,B0014F7B98,Mellany Upshaw,Nice fit,Four Stars,1510012800
2,TRUE,"11 5, 2017",A3M69Q5SNV7U0X,B0014F7B98,Amazon Customer,"I bought these for gym training - weight class and dance class (body jam, Zumba) - and really wanted to like them, since I loved the color and the light weight feel. But when I worked out high impact, my toes tingled, went numb and cramped because the toe bed is very narrow. Also, there wasn't enough cushion for me. When doing lunges, the ball of my feet hurt. Can't return them because I wore them several times. These might be fine for someone with a narrow foot.","Zumba) - and really wanted to like them, since I loved the color and the ...",1509840000
5,TRUE,"11 4, 2017",A2GOOFFNUI20XI,B0014F7B98,Jerry Holley,"They fit perfect, extremely comfortable",Five Stars,1509753600
3,TRUE,"11 4, 2017",A10Z8PKPUJ7YHO,B0014F7B98,Pen Name,No arch support but l love the colors!,Three Stars,1509753600
4,TRUE,"11 3, 2017",AHFAVT1MUB29W,B0014F7B98,Diego,Shoe was somewhat large,Size problem,1509667200
5,TRUE,"11 2, 2017",A10X6EMVZGVX9E,B0014F7B98,vanessa nix,love them!,Five Stars,1509580800
4,TRUE,"10 31, 2017",A3JPU96NVWGUF5,B0014F7B98,AnonymousBeaver,"This is a great shoe for in gym workouts. I did take a 10 mile hike and had a blister on my pinky, but other than that these are very comfortable shoes!","True to size, would recommend",1509408000
5,TRUE,"10 29, 2017",A2620Z0QR2OFYC,B0014F7B98,matt,Comfortable and light,Best birthday present,1509235200
5,TRUE,"10 26, 2017",A312BTXKFHK927,B0014F7B98,D. Bonnet,Purchased these for my wife as she has a similar pair that is wearing out.  She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet.,Purchased these for my wife as she has a similar ...,1508976000
5,TRUE,"10 26, 2017",A30HFZ2FW8CQBI,B0014F7B98,Mecala Fitzpatrick,"I have pretty high arches and my calves always hurt at the gym with other shoes. I have been on the hunt for a good cross trainer that I can use to lift, take gym classes, and lightly jog/run on the treadmill. These have been wonderful! I don't ever have any pain in my calves or my feet when wearing these and they fit like a glove. Highly recommend!",I have pretty high arches and my calves always hurt at the ...,1508976000
5,TRUE,"10 25, 2017",AF70T61UO8MCD,B0014F7B98,Deb Lyon,Great shoes,Five Stars,1508889600
5,TRUE,"10 24, 2017",AJX8JEGB4Z8AI,B0014F7B98,Charla McDaniel,These were exactly what I expected.,Five Stars,1508803200
5,TRUE,"10 22, 2017",A2HMEEX4K9UX81,B0014F7B98,Kerry,Love love love,Five Stars,1508630400
3,TRUE,"10 18, 2017",AKG96VVJ8XANP,B0014F7B98,Sonia Dietrich,I always wear a womans 9 in Nikes but these are bigger than usual. The right one almost slips off my foot a bit.  They are really light and not as sturdy as what I was looking for but over all not bad.,They are really light and not as sturdy as what I was looking for but over all ...,1508284800
5,TRUE,"10 13, 2017",A34LYR4FWZ77CA,B0014F7B98,Amazon Customer,These shoes are awesome!!,Five Stars,1507852800
3,TRUE,"10 10, 2017",A2M3ZNLCYPZ5A1,B0014F7B98,Luba Capps,"l always buy Nike shoes and been happy so far, but this time my left shoe fit perfectly while the right shoe was too loose on my heal and when I tighten it more it was hurting side of my foot.",l always buy Nike shoes and been happy so far,1507593600
5,TRUE,"10 3, 2017",AQAY0P6DQAWDL,B0014F7B98,Ashley Files,Bought these as my back up shoes but they have turned into my daily ones I go to! So comfortable and my feet don't hurt after long hours on my feet. I own a cleaning business so I need my feet not to hurt in the middle of the day.,Honestly Fantastic Shoes,1506988800
5,TRUE,"10 2, 2017",A246RG8KSPK5XS,B0014F7B98,Amazon Customer,Absolutely love these shoes and color!! They are perfect for running! I run roughly 4 miles 3x per week. This is my second or 3rd pair of this exact style. Fit is perfect!,Absolutely love these shoes and color,1506902400
5,TRUE,"09 27, 2017",A2JCYVQLKWULGM,B0014F7B98,Manda Lynn,Super comfy!,Five Stars,1506470400
5,TRUE,"09 27, 2017",A1EF7YWCNN7E9K,B0014F7B98,Kelly M,Ordered half a size larger than my usual shoe size and fits perfectly.,Nike runs small,1506470400
5,TRUE,"09 26, 2017",AQWZQKD0N851T,B0014F7B98,Birger B.,Fit well.,Five Stars,1506384000
5,TRUE,"09 25, 2017",A3V6I3EA3X3SCE,B0014F7B98,M Corrie,The fit was perfect! I Highly recommend this shoe.,Five Stars,1506297600
5,TRUE,"09 20, 2017",AGT48Z76ZQSQU,B0014F7B98,Amazon Customer,"Obsessed with these shoes! I was looking for good all around sneakers (running, walking, tennis, etc.) and these more than fit the bill. I was looking specifically for black nikes (I love the fit) with white soles (good for court sports); I was a little reluctant to purchase because I wasn't sure whether the black on the soles would contact the ground, but it doesn't!",Very Happy Customer,1505865600
5,TRUE,"09 18, 2017",A2W3B4YHP3HZ9R,B0014F7B98,judy laurel,"Cute shoe, fit as expected, and very comfortable.",and very comfortable.,1505692800
5,TRUE,"09 16, 2017",AGVYFU0PR5IWV,B0014F7B98,Amazon Customer,"On time, nice sneakers. Fit as expected.",nice sneakers. Fit as expected,1505520000
5,TRUE,"09 14, 2017",A2SU06VTWMFP7C,B0014F7B98,ange edmounds harrison,"Perfect fit, as always.",5 stars,1505347200
5,TRUE,"09 13, 2017",AVZB7UFLT6VD,B0014F7B98,Robbin,"Great shoe, very comfortable",Five Stars,1505260800
5,TRUE,"09 10, 2017",ANPPQ1G3RP88H,B0014F7B98,Amazon Customer,Love these sneakers! Perfect fit and super light,Five Stars,1505001600
5,TRUE,"09 7, 2017",ABONZZSS8YG3K,B0014F7B98,Delores Williams,These shoes fit like a glove! Light but very supportive! I have worn them several times and feel very light on my feet.,These shoes fit like a glove,1504742400
5,TRUE,"09 5, 2017",A2T8BWOO7BFBWY,B0014F7B98,vera alster,Fit true to size,Five Stars,1504569600
5,TRUE,"09 4, 2017",A1NTI9B7VY30JM,B0014F7B98,lezanaz,Love the fit,Five Stars,1504483200
4,TRUE,"08 29, 2017",AM9TTLTT6DR1W,B0014F7B98,Karen VanFossen,Nike always makes a good shoe ..abit rough breaking them in but after 9 hours on my feet anyone's feet would hurt abit,Nike always makes a good shoe.,1503964800
1,TRUE,"08 29, 2017",AP8CWOZ30P4GH,B0014F7B98,Marie,Oops! I returned these because I ordered wrong size!,One Star,1503964800
5,TRUE,"08 29, 2017",A2ORP5RT8NQ0Q7,B0014F7B98,Jackie Carola,Extremely comfortable sneaker!,Five Stars,1503964800
5,TRUE,"08 27, 2017",A5Z3UGOPDBJPW,B0014F7B98,Carol,Good looking shoe, Shoes,1503792000
4,TRUE,"08 24, 2017",A2GWLCDWM7V59I,B0014F7B98,Carol G,I have had this style before in a different color and have received many compliments on the shoes.  They are great walking shoes!  I wear orthotics and these shoes are one of the best I have found to accommodate them for fit.,Love these shoes,1503532800
1,TRUE,"08 24, 2017",A2XUQXG9J9SRTG,B0014F7B98,JMH515,"I loved these shoes...that is until after about an hour of wear, the green inserts on the sole of the right show began falling off. The wear was in my home, on smooth floors. I can only assume they were defective.",I loved these shoes,1503532800
5,TRUE,"08 21, 2017",A2R0RL0TF6E9VC,B0014F7B98,SadDad,Great! Super comfy and cute! No issues and fit perfect!,perfect,1503273600
5,TRUE,"08 20, 2017",AB29N6EMOFEVW,B0014F7B98,dan h.,Good shoes,Five Stars,1503187200
3,TRUE,"08 17, 2017",A2Y2IKO63FNHQE,B0014F7B98,Sandie,I returned them...found a Ryka pair I liked better,found a Ryka pair I liked,1502928000
5,TRUE,"08 17, 2017",A1OK7HI3YI9682,B0014F7B98,Mel B,BEST sneakers I've ever purchased!!!!,Five Stars,1502928000
5,TRUE,"08 15, 2017",A39U1R8S96YIR4,B0014F7B98,Amazon Customer,Excellent ...!!!,Five Stars,1502755200
5,TRUE,"08 14, 2017",A1Z37N7XE7FRD2,B0014F7B98,gi,"the best sneakers by far! I had never owned a pair of Nike sneakers, and I went solely on the reviews by others...
And I absolutely loved them!!",the best sneakers by far,1502668800
5,TRUE,"08 12, 2017",A3LGYYLGO2KJOE,B0014F7B98,Bree,"Love these shoes. I've been buying Nikes for years now. I bought this pair for work and everyday wear and another pair for working out and active wear. They also last a long time in my opinion, especially if you take care of them.",Classically comfortable and durable,1502496000
4,TRUE,"08 11, 2017",A1J3XYI0M1D0LW,B0014F7B98,ellen,Right one is slightly tight.. hope it will stretch out.. !!,Four Stars,1502409600
3,TRUE,"08 8, 2017",A9KR8PT0Z47CL,B0014F7B98,Chandler F,They're ugly: the toe is rounded and the material is weird. the Nike Womens Flex Trainer 6 is way better looking and costs about the same.,the Nike Womens Flex Trainer 6 is way better looking and costs about the same,1502150400
5,TRUE,"08 8, 2017",A1AUEUD7NP1LUC,B0014F7B98,Flip Flop Life,So lightweight and awesome!,Five Stars,1502150400
5,TRUE,"08 7, 2017",A177WB7O660HS8,B0014F7B98,shannon Donaldson,Luv them!!,Five Stars,1502064000
5,TRUE,"08 4, 2017",A38BS1VCQ4XSGV,B0014F7B98,ptovar,Love the color and fit. I use them to work on at the gym on the treadmill and they are very light and comfortable.,Love the color and fit,1501804800
3,TRUE,"08 2, 2017",A38X15IJFAPHZP,B0014F7B98,Anonymous,"Bought these shoes with HIIT in mind, but not too sure how I like the fit on my foot. First time to wear them, not great for running. Maybe after they're broken in a little they'll get better. If you just need a comfortable pair of shoes for walking, they're fine.",OK,1501632000
5,TRUE,"07 20, 2017",A1OFFB5DLIHH41,B0014F7B98,Amazon Customer,My daughter loves them. Great fit!,Great fit!,1500508800
5,TRUE,"07 18, 2017",A1PFKS00R93MRZ,B0014F7B98,Rakesh Duneja,This is a very attractive shoe. It is true to size and fits as expected. Very satisfied with the seller - delivered on time.,Very satisfied with the seller - delivered on time,1500336000
4,TRUE,"07 18, 2017",A23H50RT6SLXY9,B0014F7B98,Edle Liljeblad,"Fits good, very lightweight.",Four Stars,1500336000
5,TRUE,"07 18, 2017",APWLFTPOXQCCG,B0014F7B98,Andrea T.,"Comfortable shoe for both workout sessions and walking.  Neither too bulky nor too light.  This is my second pair because they fit and have no neon or pink colors, just nice basic B&W.",Comfortable shoe for both workout sessions and walking,1500336000
5,TRUE,"07 18, 2017",AN5PL4KUZS35E,B0014F7B98,Dilly Anderson,,Five Stars,1500336000
5,TRUE,"07 18, 2017",A37EEIAK5YJGTS,B0014F7B98,myrtlyn Allen Skeeling,Nice,Five Stars,1500336000
5,TRUE,"07 18, 2017",A87LWEOT3ZJU7,B0014F7B98,Amazon Customer,These are the best shoes I have ever use for my workouts!!! I love them and buy them in bulk!!! LOL,These are the best shoes I have ever use for my workouts,1500336000
5,TRUE,"07 18, 2017",A1LCV2UNXGHB0W,B0014F7B98,luvtoshop,I love these shoes.  They fit as expected and they look really nice on.  These shoes have a narrow base which I really like.  I don't like the ones that make your foot look wide.,I love these shoes,1500336000
5,TRUE,"07 15, 2017",A3O0UBMD8CSF1V,B0014F7B98,Jennifer S. Flack,Love this product.  Great fit.,Five Stars,1500076800
3,TRUE,"07 15, 2017",A184AKBVD3WI86,B0014F7B98,Elke,Very low cut heel so if you training and pushing sleds - I ran right out of shoes! Although the traction on toe and heel are great,Low cut heels,1500076800
5,TRUE,"07 9, 2017",A3I0ZDRING4F8W,B0014F7B98,S,Just what I needed for Group Fight class. Quick movements and footwork are so easy in these sneakers. Love them.,Perfect,1499558400
5,TRUE,"07 8, 2017",AXZ02W7FMBC35,B0014F7B98,Bill Ellenwood II,Love! Great price too.,Exactly what I wanted,1499472000
4,TRUE,"07 7, 2017",A29K85C92Z8HGR,B0014F7B98,MET,"It's been a long time since I've worked a cross training shoe. This shoe is very light and minimally passed compared to running shoes. That's not meant to be a knock, just a fact.

I ordered the shoes half a size up because as a former runner, I'm used to my feet needing room to spread and swell. I wish I hadn't because they feel a little roomy. I have orthotics, so I think I can remedy the issue once I swap those in.

Otherwise, very good shoes",Light shoes,1499385600
3,FALSE,"07 1, 2017",AE6W48FPMKO4L,B0014F7B98,PineTree,"Good indoor training shoes for running on treadmill, doing lunges and regular exercises at the gym. These are very flexible, light weight and comfortable. Grip is okay - sticky rubber is used only at the edges of heel and toe areas so I slipped a little when I worked on cable machines, resistance band, etc. on un-carpeted floor.  I would emphasize that if you do lifting as a part of your everyday routine workout I would not recommend them because mine (cushion) lasted only for six months and this is the reason I gave three stars. Other than that, I liked them!",Good indoor training shoes,1498867200
5,TRUE,"06 30, 2017",AKY3EYDEZVW6C,B0014F7B98,AmazonAbuser,Perf.,So Perf.,1498780800
5,TRUE,"06 28, 2017",A1GQ2TRY8J631M,B0014F7B98,K,Best shoes ever!!!,Five Stars,1498608000
5,TRUE,"06 26, 2017",A21M1G84SE8SOO,B0014F7B98,Pat Chavez,Fit good,Five Stars,1498435200
5,TRUE,"06 21, 2017",AU2OMN6TEN4GA,B0014F7B98,Amazon Customer,I use these for my Cardio Dance class and they are perfect and very cute. I would definitely recommend. They also cam earlier than expected!!,Great work out shoe,1498003200
5,TRUE,"06 20, 2017",A2PJ5F6BY1TZNK,B0014F7B98,Jennifer,"I love these shoes so much that  I reordered another pair online. It's hard to find shoes that fit my really wide feet! The heel back is my favorite part on them, they're thin and feel like another layer of skin, not bulky or tight at all.  I walked all over Europe in these!",I love these shoes so much that I reordered another pair ...,1497916800
5,TRUE,"06 20, 2017",A3B23RZXRXYT9Q,B0014F7B98,Babsly ,Love these sneakers. Light weight and comfortable even without socks.,"Comfortable, light weight, nice.",1497916800
4,TRUE,"06 19, 2017",A3JTZ664IGZIOK,B0014F7B98,Aprildiver,Nice product,Four Stars,1497830400
5,TRUE,"06 19, 2017",A2JOUOASELY1XR,B0014F7B98,R. Petersen,I feel like this pair of shoes was made for my feet. Great fit and comfort! Very pleased with this purchase.,I feel like this pair of shoes was made for my feet,1497830400
5,TRUE,"06 19, 2017",ADTQ22MUSQFIR,B0014F7B98,Amazon Customer,Quick tranasaction!!!  Loved the shoes!!!  Would purchase from them again!!!,Awesome shoes!!!,1497830400
3,TRUE,"06 16, 2017",A1OM5S4Z9J2JQQ,B0014F7B98,Hassnaa,"I got the impression it's cushiony and comfy by reading the reviews on this product, when i tried it on it was a much firmer than my other work shoes, i'm standing all day and need enough support and comfort, this isn't the right product for that.
So i had to return it, but i would assume it would work fine for training.

It looks decent and clean. and seems sturdy.  just not the right thing for me.
I was refunded instantly upon returning so.. credit for that.",Just wasn't what i was looking for,1497571200
5,TRUE,"06 15, 2017",AXJZFD1IUBAE7,B0014F7B98,Joanna Lyn,"So comfortable, I don't even feel like I have a sneaker on. Based on the other reviews I got a half a size up and glad I did.","So comfortable, I don't even feel like I have a ...",1497484800
5,TRUE,"06 15, 2017",A3UO0DDWXIJ8DW,B0014F7B98,Dawn Houston,they are very comfortable feel like you have nothing on.,Five Stars,1497484800
5,TRUE,"06 14, 2017",A4GR8SDFRBSDV,B0014F7B98,Amazon Customer,My favorite nike shoe,Five Stars,1497398400
5,TRUE,"06 13, 2017",A29ACU3O9IMICZ,B0014F7B98,SWS,Super comfortable and extremely lightweight. Great for crossfit!,Five Stars,1497312000
5,TRUE,"06 8, 2017",A9C9408H23DRM,B0014F7B98,Nena,Beautiful I love them comfy,Five Stars,1496880000
1,TRUE,"06 5, 2017",A3T9CL6JYWAP40,B0014F7B98,Stacie,I've not even had them a month and the bottom is coming off. I'm not happy!,Falling apart already!!,1496620800
5,TRUE,"06 2, 2017",A3W0GO31B8Y2KE,B0014F7B98,Kristin Swearengen,Love them! Fit exactly as expected in length and width! I would definitely buy these again.,Five Stars,1496361600
5,TRUE,"05 30, 2017",A3GQXGVAIH5EU4,B0014F7B98,Hailey Lapp,Great shoes,Five Stars,1496102400
5,TRUE,"05 30, 2017",A14LVJDMDABMML,B0014F7B98,Chris,"My second pair, love the fit, light weight and great support.",love the fit,1496102400
4,TRUE,"05 29, 2017",AJWKZNI5VHW86,B0014F7B98,Carol-Anne Quinn,I have wide feet and these were too narrow but very nice looking.,Nike,1496016000
3,TRUE,"05 25, 2017",A3J4XAGMLTHFHZ,B0014F7B98,Susan,Ugh... way to large - is this for a man?,Nope,1495670400
5,TRUE,"05 22, 2017",A12FBA7DCFE5W7,B0014F7B98,Julia,The shoe fit has expected. It is comfortable.,It is comfortable.,1495411200
5,TRUE,"05 22, 2017",A2ZE58RF22658T,B0014F7B98,Dcf42,"They fit great, look great, are quite comfortable and are just what I was looking for!",Perfect cross trainers,1495411200
5,FALSE,"05 19, 2017",AT7UEQ7UJB0RU,B0014F7B98,J.T.,"Super comfy, true Size , I use them for boot Camp,  cross fit and they are great , absolutely recommended it.",Great training shoes,1495152000
5,FALSE,"05 19, 2017",AT7UEQ7UJB0RU,B0014F7B98,J.T.,"Love them absolutely comfortable. I'm very picky with sneakers and this ones for the price are great I use them for cross fit , boot camp & they work great . The sole is very flexible , true size . I have a wide feet and they fit perfectly. Very nice looking Great sneakers.",Amazing training Sneakers.,1495152000
4,TRUE,"05 18, 2017",A10WPKF2VH1JWY,B0014F7B98,J. Mitchell,Wife happy with fit.,HIIT shoes,1495065600
4,TRUE,"05 15, 2017",A2ABEGA0S52R5E,B0014F7B98,Katie Yockey,They run big. Order a full size smaller.,Four Stars,1494806400
3,TRUE,"05 10, 2017",ADD8OMIBXZ89G,B0014F7B98,Gwen F.,"Super light and very comfortable. I'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. I'm going to add an insert to try fix the problem.",Lack support but overall good shoe,1494374400
5,TRUE,"05 7, 2017",A1P2JWDZ4SFW78,B0014F7B98,ND,"Just because they are white, they do need a washing regularly but I have received many compliments on how pretty these white and pink shoes are. Extremely good Nike quality. Highly recommended.",Adorable shoes,1494115200
5,TRUE,"05 6, 2017",AI4KO5XDRKDFR,B0014F7B98,Ms. Trainer,Arrived in time. Fit as exoected. They take some breaking in but I wore them 2 days in a row for more than five hours per day.,Wide sneaker for wide feet,1494028800
5,TRUE,"05 5, 2017",A24DSR6Y3A08QM,B0014F7B98,Luiza A.,I've been using these to exercise and they are nice a roomy and allow my feet to breath. Also love the colors.,I've been using these to exercise and they are nice a roomy and allow my feet to breath,1493942400
5,TRUE,"05 3, 2017",A1E4Y7BABMEA03,B0014F7B98,KV,Comfortable from the start and very light.,Five Stars,1493769600
5,TRUE,"05 3, 2017",AJDX5KE665V0K,B0014F7B98,Msmatt,As expected.,Five Stars,1493769600
4,TRUE,"05 2, 2017",A1SR58S4CXKU5G,B0014F7B98,Leslie Marks,"Lightweight, comfortable, supportive. Very happy I bought these shoes for working out.",Great training shoes,1493683200
5,TRUE,"05 1, 2017",A3D71DQPAAI6O4,B0014F7B98,Deanna S. Beres,"I love these and have them in a light blue too. Very light weight, airy, and comfortable.",Five Stars,1493596800
5,TRUE,"04 28, 2017",AASAT3YLO3WTB,B0014F7B98,Rerch,good quality,Five Stars,1493337600
4,TRUE,"04 27, 2017",A1RNS06YMZXM0K,B0014F7B98,Amazon Customer,Very comfortable sneakers and I also like the way it fits.,Four Stars,1493251200
4,TRUE,"04 27, 2017",A21SV1XYXF2GK,B0014F7B98,Morgan Slimskey,"Purchased to wear for weightlifting and Zumba. Zumba trial was last night, and they were great! Super comfortable, good ventilation! Not too much padding, very minimalist, which is just what I wanted",and they were great! Super comfortable,1493251200
5,TRUE,"04 26, 2017",A17DW041T4X7TJ,B0014F7B98,Anne M. Guss,Comfortable and lightweight.,Five Stars,1493164800
5,TRUE,"04 25, 2017",A14TS9PCRLLWEG,B0014F7B98,Lynda J. Ottey,"I love these shoes my second pair of 40 plus $ shoes and they both have certainly out done the $100 K-swiss that I'm looking to return . The shoes are extremely comfortable, all my clients love them, just wish they came in more colors.",I love these shoes my second pair of 40 plus $ ...,1493078400
4,TRUE,"04 24, 2017",A2ZMHBMNYFXOX7,B0014F7B98,Juliana,"They fit as expected and perfect for training, the shoelaces are a little bit too long. Other than that these shoes are as I expected them !",They fit as expected and perfect for training,1492992000
5,TRUE,"04 24, 2017",A1K0VEMIB5QF7I,B0014F7B98,Amazon Customer,Extremely well fitting and light weight,Five Stars,1492992000
5,TRUE,"04 20, 2017",A135KOM855ZA5,B0014F7B98,Amazon Customer,Perfect,Five Stars,1492646400
5,TRUE,"04 19, 2017",A2IAB9QOQH3IA6,B0014F7B98,Amazon Customer,Love them,Five Stars,1492560000
5,FALSE,"04 18, 2017",A3S1CGGMXE41RR,B0014F7B98,AA - Amazon Addicted!!,"I love these shoes and have worn them for a long time. That are comfy, thinner on the top & sole and are very cute!",Very Good For Everyday,1492473600
5,TRUE,"04 17, 2017",A3B4FM5VE99X4P,B0014F7B98,Candace,Fast shipping and turned out as expected. Couldn't be happier.,Great shoes,1492387200
5,TRUE,"04 15, 2017",AKJVCU7H1KDWI,B0014F7B98,madison,I have been wearing for a solid week during my work outs & they are great for comfort and they are light weight.,Love these shoes,1492214400
5,TRUE,"04 14, 2017",AFD4WKNPLPS3I,B0014F7B98,Amazon Customer,Love these shoes for circuit training.,Five Stars,1492128000
4,TRUE,"04 11, 2017",A36GUL3Z65YSIP,B0014F7B98,J. washington,Super comfortable. I joined Cross Fit and this is the perfect shoe.,Super comfortable. I joined Cross Fit and this is ...,1491868800
5,TRUE,"04 11, 2017",AT72GRKOXVE25,B0014F7B98,Cristian Sosa,just do it :),Five Stars,1491868800
5,TRUE,"04 10, 2017",A2AEJ9NTLWD61V,B0014F7B98,Karen Mary Rowe,"Love these, comfortable, light weight, great fit.",Sooo comfortable,1491782400
5,TRUE,"04 10, 2017",AWEIW3G1E0MKO,B0014F7B98,Janie M,I love this show.,So happy.,1491782400
4,TRUE,"04 10, 2017",A2IFCGU2IQ6KAV,B0014F7B98,JCSurf,"The shoes are true to size. I am used to wearing running shoes so these have been an adjustment. Overall, the shoe is nice and provides well for my HIIT and Grit classes I take.",the shoe is nice and provides well for my HIIT and Grit classes ...,1491782400
5,TRUE,"04 8, 2017",A2AGT9INDKDK6B,B0014F7B98,Amazon Customer,Love them!  I ordered an 8.5 because I usually wear that size but these are a bit big. I wish I ordered an 8. They are really comfortable and I enjoy wearing them.,"Look amazing, runs slightly big.",1491609600
4,TRUE,"04 5, 2017",A2Q6OH5LUQXPFV,B0014F7B98,Amazon Customer,Very comfortable.,Four Stars,1491350400
5,TRUE,"04 5, 2017",ADLAYE3PNYFJM,B0014F7B98,Rosi B.,Very nice shoes.  Comfortable.,Five Stars,1491350400
5,TRUE,"04 4, 2017",AZ7LUSY20ZFSC,B0014F7B98,Maria Morales,Very comfortable. I love wearing them.,Five Stars,1491264000
5,TRUE,"04 2, 2017",A1L7TD1CZQDK6R,B0014F7B98,corinnehoffman,Great fit so comfortable love them!!!!!,Five Stars,1491091200
4,TRUE,"03 30, 2017",A3T1O294HJJTUH,B0014F7B98,SmartMonkey,A nice lightweight shoe. Not a lot of cushion so I wouldn't run long distances in them.,Decent little shoe for the price.,1490832000
5,TRUE,"03 29, 2017",A3EOYFVP68048C,B0014F7B98,Judy,I really love these shoes.  They are attractive and very comfortable.  They work well for my daily workout and fit well.,Attractive and fit well,1490745600
2,TRUE,"03 26, 2017",A2JX7ESVMGXMJY,B0014F7B98,Marlex,Comfortable shoe.  First time I've ever bought nikes that feel so large.  It feels about 1/2 size too big.  I bought 7.5.  I normally wear exactly that size and on occasion an 8.,Runs large,1490486400
1,TRUE,"03 25, 2017",A2K5ZBX75J80TX,B0014F7B98,Marjorie A. Dunbar,Ordered 9(m) received 9 Wide for the second time. Returned them for the second time.,One Star,1490400000
5,TRUE,"03 24, 2017",AY9TXNLYCD9L5,B0014F7B98,Amazon Customer,Nice shoes,Five Stars,1490313600
5,TRUE,"03 24, 2017",A9MOCNHJD03PI,B0014F7B98,Anna Smith,"This is my second pair of these shoes.  I love the fit and they provide support for walking.  I like the way the shoes fit around my ankle, as many shoes are uncomfortable because they come up too high in the back.  Try them!",I love the fit and they provide support for walking,1490313600
5,TRUE,"03 23, 2017",AEUUYBIO73RLA,B0014F7B98,L. Jones,"There is about a 1/2 inch of extra space from the tip of my big toe to the front of the shoe. That's okay, though. I usually wear socks, so it doesn't feel too big, even if it does make your foot look a bit long.

The colors are vibrant, and the sole has plenty of grip, even on a slippery floor. I wore them for most of the day and they are comfortable.

Overall, I'm very pleased with this shoe.",Good Shoes!,1490227200
5,TRUE,"03 21, 2017",A3A2DRPMDCRFBC,B0014F7B98,Michael Carpenter,Got them for my girlfriend. She loves them. Says it's like wearing slippers because they are incredibly light.,Great shoes,1490054400
4,TRUE,"03 20, 2017",A140XVPLRQYKYY,B0014F7B98,Deambrea,Serves intended purpose,Good shoe,1489968000
5,TRUE,"03 18, 2017",A2KMWD77XBGZ8K,B0014F7B98,Bonnie White,They are super comfortable. Loving them.,Five Stars,1489795200
5,TRUE,"03 18, 2017",A25SOIZ0IZE1YY,B0014F7B98,vp22,I have gotten so many compliments on the blue color and look of this shoe.  It is super comfortable.  The grip is wonderful for my indoor gym cross training classes.  I always order a half size larger in Nike brand shoes and thy fit perfectly as I did with this shoe.,Love These Shoes!,1489795200
3,TRUE,"03 17, 2017",A1ZR8LQHUOUFJP,B0014F7B98,Mammot,"Fit is fine, but not much cushioning in the footbed. The first time wearing them on a long walk I developed a blister on the bottom of my foot.",Not my favorites...,1489708800
4,TRUE,"03 15, 2017",A2AAABWQUYH26V,B0014F7B98,Beth C,"Perfect for the gym, could use a little more support in the toe area but very comfortable and light. Fit true to size.",Perfect for the gym,1489536000
